example_id,word_id,english,xhosa
791,709,Igumbi lam lokusebenzela likumgangatho wesine kwisakhiwo sasecivic center.,My office is on 4th floor of the civic center building.
792,710,Where is the toilet?,Iphi indlu yangasese?
793,711,There are many buildings in the city.,Kukho izakhiwo ezininzi esixekweni.
794,712,This is another type of bird.,Olu ludidi olunye lweentaka.
795,713,There are different types of people on this earth.,Kukho iindidi ngeendidi zabantu kulo mhlaba.
796,714,There are many mines near Johannesburg.,Kukho imigodi emininzi engaseGoli.
797,715,There are many prisoners in this jail.,Kukho ababanjwa abaninzi kule ntolongo.
798,717,The prisoner must be served lunch.,Kufuneka umbanjwa aphakelwe isidlo sasemini.
799,718,There are many prisoners in this jail.,Kukho ababanjwa abaninzi kule ntolongo.
800,721,How many cars are there?,Kukho iimoto ezingaphi?
801,721,How many years old are you?,Uneminyaka emingaphi?
802,722,"He is in pain, however he does not complain.",Ubuhlungu kambe ke akakhalazi.
803,723,The meeting ended.,Yaphela intlanganiso.
804,723,The end of hope is the end of life.,Ukuphela kwethemba kukuphela kobomi.
805,724,He is a naughty boy.,Uyinkwenkwe egezayo.
806,725,These are the tall boys in the village.,Nanga makhwenkwe amade elalini.
807,726,Why have you eaten all the cake?,Kutheni utye ikeyiki yonke?
808,727,Yonke into ephilayo idinga amanzi.,Every living thing needs water.
809,728,Draw a picture of a cow.,Zoba umfanekiso wenkomo.
810,729,Look at the pictures above and answer the following questions.,Jonga imifanekiso engentla uphendule imibuzo elandelayo.
811,730,I will answer your question now.,Ndizophendula umbuzo wakho ngoku.
812,731,You can ask questions after we are finished.,Ningabuza imibuzo emva kokugqiba kwethu.
813,732,I felt sunlight on my back.,Bendisiva ilitha lelanga kumhlana wam.
814,733,Keep this ring and protect it.,Gcina lo msesane uwukhusele.
815,734,"If he catches the ball, his team will win.","Ukuba ubamba ibhola, iqela lakhe lizophumelela."
816,735,I don't have the words to talk about that.,Andinamagama okuthetha ngayo.
817,736,"""Come here!"" he shouted urgently.","""Yiza apha!"" wabhomboloza ngokungxamisekileyo."
818,738,"This word means ""eat"" in English.","Eli gama lithetha ukuthi ""eat"" esiNgesini."
819,739,She has got one long tooth.,Unezinyo elinye elide.
820,740,Be strong my brother.,Qina mntakwethu.
821,741,Go and get permission to fish from the municipality before we go to the sea.,Hamba ufumane imvume yokuloba phambi kokuba siye elwandle.
822,742,I am in the health department.,Ndikwicandelo lezempilo.
823,746,Are you in department of education?,Ingaba ukwisebe lezemfundo?
824,748,My tongue is sore.,Ulwimi lwam lubuhlungu.
825,750,This soil is rich in nutrients.,Lo mhlaba uchumile.
826,751,My car hit a stone in the road and the tyre burst.,Imoto yam yabetha ilitye endleleni lagqabhuka itayara.
827,753,This brick is broken - we cannot use it to build.,Esi sitena sophukile - asinakusisebenzisa ukwakha.
828,755,My left ear is injured.,Indlebe yam yasekhohlo yenzakele.
829,757,I like to walk in the garden.,Ndithanda ukuhamba egadini.
830,758,It is cool now.,Kupholile ngoku.
831,758,They were fighting but have calmed down.,Bebesilwa kodwa ngoku bapholile.
832,759,When does the game start?,Uqala nini umdlalo?
833,760,I want to decorate this room.,Ndifuna ukuhombisa eli gumbi.
834,94,"Say ""Ahh!""","Yithi ""Ahh!"""
835,761,Education is important.,Imfundo ibalulekile.
836,80,Who will win the trophy?,Ngubani oza kuphumelela indebe?
837,762,It is her birthday today!,Uyabhafa namhlanje!
838,763,Try not to blink.,Zama ukungaqhwanyazi.
839,93,My computer refuses to work today.,Ikhompyutha yam iyala ukusebenza namhlanje.
840,106,When are they arriving?,Bafika nini?
841,93,They refuse to go.,Bayala ukuhamba.
842,765,You have disappointed me.,Undiphoxile.
843,98,The sun burst through a thick cloud.,Ilanga lagqobhoza kwilifu elikhulu.
844,766,My stomach is grumbling.,Isisu sam siyaxuxuzela.
845,766,He has got a big belly.,Unesisu esikhulu.
846,767,"When I have flu, I sneeze a lot.",Xa ndinomkhuhlane ndithimla kakhulu.
847,769,My feet are dirty.,Iinyawo zam zimdaka.
848,770,It is urgent that he drinks water.,Kungxamisekile ukuba usele amanzi.
849,771,"""Come here!"" he shouted urgently.","""Yiza apha!"" wabomboloza ngokungxamisekileyo."
850,774,Thank you very much!,Enkosi kakhulu!
851,775,He thanked me and continued down the road.,Wandibulela waqhubekeka endleleni.
852,776,I want to practise speaking Xhosa every day.,Ndifuna ukuziqhelisa ukuthetha isiXhosa yonke imihla.
853,782,He runs fast.,Ubaleka ngokukhawuleza.
854,783,He has a cruel heart.,Unentliziyo ekhohlakeleyo.
855,783,We have two tests on Monday - our teacher is cruel!,Sineemvavanyo ezimbini ngoMvulo - utitshalakazi wethu ukhohlakele!
856,784,I have a mathematics test on Tuesday.,Ndinovavanyo lwesibalo ngoLwesibini.
857,788,I have a science test on Thursday.,Ndinoviwo lwenzululwazi ngoLwesine.
858,791,"Eish, it is cold today!","Eish, kuyabanda namhlanje!"
859,791,The water is cold.,Amanzi ayabanda.
860,792,I am cold in winter.,Ndiyagodola ebusika.
861,793,He swears by his ancestors.,Ufunga izinyanya.
862,794,Do not call him - he is bathing now.,Sukumbiza - uyabhafa ngoku.
863,795,"I said ""I love you"", but he rejected me.","Ndathi ""ndiyakuthanda"", kodwa wandala."
864,796,My foot is swollen.,Inyawo lam lidumbile.
865,797,My leg is injured.,Umlenze wam wenzakele.
866,798,My legs are itching.,Imilenze yam iyarhawuzelela.
867,799,Please give me a piece of meat.,Ndicela undiphe iqatha lenyama.
868,803,My finger is bleeding.,Umnwe wam uyopha.
871,807,My father is a military veteran.,Utata wam ligqala lasemkhosini.
872,122,What is the price of this thing?,Lithini ixabiso lale nto?
873,308,On the weekend I am going to a party.,Ngempelaveki ndizoya epatini.
874,449,My shirt is lost.,Ihempe yam ilahlekile.
875,810,How much profit is there?,Ingakanani inzuzo ekhoyo?
876,811,This play is famous in Cape Town.,Lo mdlalo weqonga udumile eKapa.
877,117,His business is prospering.,Ishishini lakhe liyahluma.
878,812,The seeds will sprout and grow.,Iimbewu ziza kuhluma zikhule.
879,813,Please help me study for my English exam.,Khawundincede ndifundele uviwo lwam lwesiNgesi.
880,814,We need to complete it quickly.,Kufuneka siyigqibe ngokukhawuleza.
881,145,Are these dates OK for you?,Ingaba le mihla ikulungele na?
882,133,Answer me!,Ndiphendule!
883,815,I give her a lift every day.,Ndimnika ilift yonke imihla.
884,815,You must write down the money you spent daily.,Yonke imihla kufuneka ubhale phantsi imali oyichithileyo.
885,816,Your child is crying.,Umntwana wakho uyakhala.
887,817,Ring the bell!,Khalisa intsimbi!
888,817,Khalisa i-alam!,Sound the alarm!
889,70,"""Do like this,"" said the doctor.","""Yenza njalo,"" wathi ugqirha."
890,818,Fill in the gaps.,Gcwalisa izikhewu.
891,818,Fill up the tank.,Gcwalisa itanki.
892,819,Drop the gun!,Wisa umpu!
893,819,I dropped the glass.,Ndiyiwisile iglasi.
894,821,They have a lot of anger.,Banomsindo omninzi.
895,821,I am angry now.,Ndinomsindo ngoku.
896,821,She is angry at me.,Unomsindo kum.
897,183,When is your birthday?,Unini umhla wakho wokuzalwa?
898,822,The animals are thin due to the drought.,Izilwanyana zibhityile ngenxa yembalela.
899,823,"Every morning, he went to work at 8.","Qho kusasa, waya emsebenzini ngo8."
900,764,Go and don't sin again.,Hamba ungaphinde wone.
901,824,I do not want to marry him.,Andifuni kutshata naye.
902,825,I smell a fishy aroma.,Ndiva ivumba lentlanzi.
903,218,I threw myself on the bed.,Ndizijule ebhedini.
904,826,I will sleep because I am tired.,Ndiza kulala kuba ndidiniwe.
905,217,Take out the plug.,Khupha iplag.
906,217,I want to take out money from the bank.,Ndifuna ukukhupha imali ebhankini.
907,827,I wake up at 8 in the morning.,Ndivuka ekuseni ngo8.
908,828,Remove this rubbish.,Susa le nkunkuma.
909,828,I want to remove this picture.,Ndifuna ukususa le picture.
910,829,Draw a picture of a cow.,Zoba umfanekiso wenkomo.
911,830,The yellow bird is flying.,Intaka eqanda iyabhabha.
912,331,We can do it some day.,Singayenza ngenye imini.
913,330,They are days I will never forget.,Ziimini endingasoze ndizilibale.
914,831,I like to bake cakes.,Ndithanda ukubhaka iikeyiki.
915,832,I go to church to worship.,Ndiya ecaweni ukuyokhonza.
916,190,Your child reminds me of Linda.,Umntwana wakho undikhumbuza uLinda.
917,834,"It is said that sharks bite people, but they prefer not to.","Kuthiwa ukuba ookrebe baluma abantu, kodwa abathandi kuluma abantu."
918,183,My birthday is tomorrow.,Umhla wam wokuzalwa ungomso.
919,835,"Complete this sentence ""The children are tired, they want to ....""","Gqibezela esi sivakalisi ""Abantwana badiniwe, bafuna uku ..."""
920,836,They are employed.,Bayaphangela.
921,836,Andiphangeli.,I am unemployed.
922,836,Where are you employed?,Uphangela phi?
923,352,Vumile is a traditional doctor.,UVumile uligqirha.
924,368,Traditional doctors help.,Amagqirha ayanceda.
925,837,We want to protect our witness.,Sifuna ukukhusela ingqina lethu.
926,838,I got zero for that test.,Ndifumene iqanda kolo vavanyo.
927,839,"Where I come from, the birds sing a pretty song.","Kwindawo endivela kuyo, iintaka zicula ingoma entle."
928,840,Where does this money come from?,Ivela phi le mali?
929,840,We come from Cofimvaba.,Sivela eCofimvaba.
930,840,Who does this question come from?,Uvela kubani lo mbuzo?
931,841,Where do these drugs come from?,Zisuka phi ezi ziyobisi?
932,841,How long will it take me to get to Khayelitsha coming from Muizenberg?,Kuzondithatha ixesha elingakanani ukuya eKhayelitsha ukusuka eMuizenberg?
933,226,I will return the book tomorrow.,Ndizobuyisa incwadi ngomso.
934,188,This blanket is soft.,Le ngubo itofotofo.
935,212,Sit down.,Hlala phantsi.
936,213,We like to run after work.,Sithanda ukubaleka emva komsebenzi.
937,227,Umama uthanda ukundithuma.,Mom likes to send me.
938,228,I smile when I see them.,Ndiyancuma xa ndibabona.
939,232,You must take her to the clinic.,Kufuneka umse ekliniki.
940,241,A number of people were injured in that accident.,Abantu abaliqela benzakele kuloo ngozi.
941,241,He can't play because he is injured.,Akakwazi ukudlala kuba wenzakele.
942,249,She left South Africa in 2000 and went to live in Mozambique.,Wemka eMzantsi Afrika ngo2000 wayokuhlala eMozambiki.
943,842,How much do you pay your workers an hour?,Nihlawula abasebenzi benu malini ngeyure?
944,196,This food is delicious - we are licking our finger tips!,Oku kutya kumnandi - simunca iintupha!
945,269,Wow that guy loves to move his body!,Yho laa bhuti uyakuthanda ukushukumisa umzimba wakhe!
946,843,I will hit you!,Ndizokubetha!
947,843,The tyre hit something in the road.,Itayara libethe into endleleni.
948,844,"I am not well, I will stay at home.","Andiphilanga, ndizohlala ekhaya."
949,844,"I am not employed, I am just staying at home.","Andiphangeli, ndihleli nje ekhaya."
950,844,"Stay here, I will look for help.","Hlala apha, ndizofuna uncedo."
951,845,I trust myself.,Ndiyazithemba.
952,845,You must trust yourself.,Kufuneka uzithembe.
953,845,He does not trust himself.,Akazithembi.
954,845,I am confident.,Ndiyazithemba.
955,846,"I can see you today, not tomorrow.","Ndingakubona namhlanje, hayi ngomso."
956,846,"They like to write, not to read.","Bayakuthanda ukubhala, hayi ukufunda."
957,846,"Take these, not those.","Thatha ezi, hayi ezo."
958,847,Many organizations are working to reduce poverty in this country.,Imibutho emininzi isebenzela ukucutha ubuhlwempu kweli lizwe.
959,847,How many households live in poverty?,Mangaphi amakhaya ahlala ebuhlwempini?
960,848,My daughter is in second year.,Intombi yam ikunyaka wesibini.
961,848,My daughter is a doctor.,Intombi yam ngugqirha.
962,848,Where is their daughter?,Iphi intombi yabo?
963,849,Add 1 and 2.  What is the result?,Dibanisa u1 no2. Sithini isiphumo?
964,850,If they don't study they will fail.,Xa bengafundi bazofeyila.
965,851,He made a small mistake in all his paintings so that God sees he isn't perfect.,Wayenza impazamo encinci kwimizobo yakhe yonke ukuze uThixo abone ukuba akagqibelelanga.
966,852,Tessa is good at finding all of our mistakes.,UTessa uqhuba kakuhle ekufumaneni iimpazamo zethu zonke.
967,511,The parents are inside but the children are outside.,Abazali bangaphakathi kodwa abantwana bangaphandle.
968,512,The traffic is bad between Gugulethu and Athlone.,Itraffic imbi phakathi kweGugulethu neAthlone.
969,509,How many years have you been working here?,Mingaphi iminyaka usebenza apha?
970,509,Do you remember those years of the drought?,Uyayikhumbula loo minyaka yembalela?
971,503,They can speak Xhosa.,Bayakwazi ukuthetha isiXhosa.
972,471,Do you ever see them on campus?,Ukhe ubabone ekhampasini?
973,412,Please speak up.,Ndicela uthethele phezulu.
974,853,They sing nicely!,Bacula kamnandi!
975,630,It is a beautiful coast.,Lunxweme oluhle.
976,854,This woman wants to talk to you.,Lo mama ufuna ukuthetha nawe.
977,855,This man wants to talk to you.,Lo tata ufuna ukuthetha nawe.
978,856,We don't have space here.,Asinandawo apha.
979,856,Is there space to put our suitcases?,Ngaba ikhona indawo yokubeka iisutikheyisi zethu?
980,857,When are you arriving?,Ufika nini?
981,857,When are you [plural] going?,Nihamba nini?
982,857,When is the meeting?,Inini intlanganiso?
983,858,Taste this soup.,Ngcamla le sophu.
984,858,Don't you want to taste my food?,Awufuni kungcamla ukutya kwam?
985,859,I love the taste of chocolate.,Ndiyayithanda incasa yetshokholethi.
986,697,I want you to work in groups.,Ndifuna nisebenze ngokwamaqela.
987,690,The train is stopping.,Itreyini iyema.
988,688,Crime is huge in this place of ours.,Ulwaphulo-mthetho lukhulu kule ndawo yethu.
989,665,Those districts are far away.,Ezo zithili zikude.
990,636,We were able to cultivate our fields.,Sikwazile ukulima amasima ethu.
991,636,La masimi ngawakho?,Are these fields yours?
992,635,I want to start a corn field.,Ndifuna ukuqala intsimi yombona.
993,625,When will this child stop crying?,Uzoyeka nini ukulila lo mntwana?
994,616,We all want peace.,Sonke sifuna uxolo.
995,632,My arms are sore.,Iingalo zam zibuhlungu.
996,612,Some pastors are now using Zoom to preach to their people.,Abanye abefundisi basebenzisa iZoom ngoku ukushumayeza abantu babo.
997,860,I get happy when I am sitting with my friend.,Ndiyonwaba xa ndihleli netshomi yam.
998,860,I am happy!,Ndonwabile!
999,860,I am not happy.,Andonwabanga.
1000,610,The sea is home to many animals.,Ulwandle likhaya lezilwanyana ezininzi.
1001,611,All the rivers are dry.,Yonke imilambo yomile.
1002,861,"Wipe those tears, my child.","Sula ezo nyembezi, mntwan'am."
1003,598,There is no water in this river.,Akukho manzi kulo mlambo.
1004,598,This river's water is dirty is dirty.,Amanzi alo mlambo amdaka.
1005,256,Move your car out of the way brother so that I can pass.,"Bekelisa imoto yakho, bhuti ukuze ndigqithe."
1006,756,An elephants ears are huge!,Iindlebe zendlovu zinkulu!
1007,768,Is your foot swollen?,Ingaba unyawo lwakho ludumbile na?
1008,769,I see your feet are swollen.,Ndiyazibona iinyawo zakho zidumbile.
1009,716,All the jails are full.,Zonke iintolongo zigcwele.
1010,737,Don't touch the stove - it is hot!,Sukubamba isitovu - sishushu!
1011,862,Go to Gugu's place across the road.,Yiya kwaGugu ngapha kwendlela.
1012,863,Put your radio down (i.e. turn the sound down).,Thoba irediyo.
1013,863,I can listen to the radio on my phone.,Ndingamamela irediyo kwifoni yam.
1014,864,Please give me a pen.,Khawundinike ipen.
1015,864,This pen doesn't work.,Le pen ayisebenzi.
1016,865,I am going out with my friend today.,Ndiphuma netshomi yam namhlanje.
1017,865,Where is my friend?,Iphi itshomi yam?
1018,865,"Friend, what is the problem?","Tshomi, yintoni ingxaki?"
1019,866,I am happy when they understand the work.,Ndiyavuya xa bewuqonda umsebenzi.
1020,866,I will phone you when I get home.,Ndizokufowunela xa ndifika ekhaya.
1021,866,She says she will phone me when she gets home.,Uthi uzondifowunela xa efika ekhaya.
1022,867,Your sin is not big.,Isono sakho asikho sikhulu.
1023,868,"Our father, forgive us our sins.","Bawo wethu, usixolele izono zethu."
1024,869,We have all sinned.,Thina sonke sonile.
1025,870,My face is swelling up.,Ubuso bam buyadumba.
1026,870,Does your tongue swell up when you eat a certain food?,Ulwimi lwakho luyadumba xa usitya ukutya okuthile?
1027,754,How many bricks do you want me to buy?,Ufuna ndithenge izitena ezingaphi?
1028,739,The dentist is going to take out my tooth.,Ugqirha wamazinyo uza kundikhupha izinyo.
1030,703,People's heads are not the same size.,Iintloko zabantu azilingani.
1031,806,Children's stomachs are small.,Izisu zabantwana zincinci.
1032,820,We will continue wearing masks.,Sizoqhubeka nokunxiba iimask.
1033,820,They will continue studying.,Bazoqhubeka bafunde.
1034,833,Is a shark like a crocodile?,Ingaba ukrebe ufana nengwenya?
1035,832,We attend church regularly on a Sunday.,Sikhonza qho ngeCawe.
1036,830,Is the ostrich a bird?,Ingaba inciniba yintaka?
1037,824,Are you married?,Utshatile?
1038,824,I am not married.,Anditshatanga.
1039,800,My ankle is sprained.,Iqatha lam likrunekile.
1040,871,You will face many problems.,Uzojongana neengxaki ezininzi.
1041,871,I am facing many problems.,Ndijongene neengxaki ezininzi.
1042,871,Our house faces the library.,Indlu yethu ijongene nelayibrari.
1043,872,Click on YES.,Cofa pha ku-EWE.
1044,873,University of Cape Town is the best educational institution in Africa.,Idyunivesithi yaseKapa liziko mfundo elingumpondo zihlanjiwe e-Afrika.
1045,874,My brother is not in here Cape Town.,Ubhuti wam akakho apha eKapa.
1046,875,My throat is sore.,Umqala wam ubuhlungu.
1047,876,You can climb the tree using this branch.,Ungakhwela umthi usebenzisa eli sebe.
1048,877,How is your son?,Unjani unyana wakho?
1049,809,How many toes does a person have?,Mingaphi iminwe yeenyawo zomntu?
1050,808,The toe of my foot is swollen.,Umnwe wonyawo udumbile.
1051,809,My toes are ugly!,Iminwe yeenyawo zam mibi!
1052,766,My stomach is sore.,Isisu sam sibuhlungu.
1053,879,Sorry for disturbing you.,Uxolo ngokukuphazamisa.
1054,879,Do not disturb!,Sukuphazamisa!
1055,880,These strings are the same length.,Ezi ntambo zilingana ngobude.
1056,880,We are all equal before the law.,Siyalingana sonke phambi komthetho.
1057,749,Two teeth have to be taken out.,Amazinyo amabini kufuneka akhutshwe.
1058,790,I do not agree with the death penalty.,Andivumelani nesigwebo sokufa.
1059,881,Recently she has been complaining of a headache.,Kutshanje ebekhalaza ngentloko.
1060,882,How does this meat smell?,Le nyama inuka njani?
1061,882,You smell nice.,Unuka kamnandi.
1062,882,I smell horrible.,Ndinuka kakubi.
1063,883,I don't want my ankle to get sprained.,Andifuni iqatha lam likruneke.
1064,883,Grandfather's ankle is sprained.,Likrunekile iqatha likatatomkhulu.
1065,884,Can a crocodile survive without water?,Ingwenya iyakwazi ukuphila ngaphandle kwamanzi?
1066,701,People need to make their governments work for them.,Abantu kufuneka benze oorhulumente babo babasebenzele.
1067,832,Where do you worship [which denomination are you?].,Ukhonza phi?
1068,804,You [plural] can count with your fingers.,Ningabala ngeminwe yenu.
1069,802,His/her ankles are not strong.,Awomelelanga amaqatha akhe.
1070,781,"""Viva, comrades! Viva!""","""Viva, maqabane! Viva!"""
1071,885,I need/want a job.,Ndifuna umsebenzi.
1072,885,There are no jobs.,Akukho misebenzi/Imisebenzi ayikho.
1073,886,I am a worker.,Ndingumsebenzi.
1074,886,I am a municipal employee.,Ndingumsebenzi kamasipala.
1075,886,The workers are complaining.,Abasebenzi bayakhalaza.
1076,585,How many months pregnant is Zukiswa?,UZukiswa uneenyanga ezingaphi ekhulelwe?
1077,778,Sometimes my partner does not want to use a condom.,Ngamanye amaxesha iqabane lam alifuni ukusebenzisa ikhondom.
1078,659,What are your [plural] names?,Ngoobani amagama enu?
1080,895,The level of education is good.,Umgangatho wemfundo ulungile.
1081,898,Please water the plants.,Khawunkcenkceshela izityalo.
1082,899,Dad is a vegan - he does not want to wear shoes made out of animal skin.,"Utata uyi-vegan, akafuni ukunxiba izihlangu ezenziwa lufele lwezilwanyana."
1083,900,The soil is dry.,Umhlaba womile.
1084,901,We want to support old people in the community.,Sifuna ukuxhasa abantu abadala ekuhlaleni.
1085,902,Sleep peacefully. [Rest in peace.].,Lala ngoxolo.
1086,911,There is only one rule.,Kukho omnye umthetho.
1087,912,These are the rules of the game.,Nantsi imithetho yomdlalo.
1088,918,The wind is blowing hard!,Umoya uyavuthuza gqitha!
1089,919,Wake him and then we will go.,Mvukise sihambe.
1090,921,We will braai on Saturday.,Sizoja ngoMgqibelo.
1091,925,Add these numbers.,Dibanisa la manani.
1092,926,Now you can add the milk.,Ngoku ungagalela ubisi.
1093,926,I like to add cumin.,Ndithanda ukugalela icumin.
1094,927,Were do you come from?,Uphuma phi?
1095,927,I see the children coming out of school.,Ndibona abantwana bephuma esikolweni.
1096,928,It could be stress.,Inokuba sistres.
1097,928,It could be they are tired.,Inokuba badiniwe.
1098,929,There are two days left before we leave.,Kushiyeke iintsuku ezimbini phambi kokuba sihambe.
1099,929,How much food is left over?,Kungakanani ukutya okushiyekileyo?
1100,930,Let's stop chatting and start the work.,Masiyeke ukuncokola siqalise umsebenzi.
1101,931,You are naughty!,Uyageza wena!
1102,932,"Let's go, bye!","Masihambeni, bhabhayini!"
1103,933,Her body is strong now.,Umzimba wakhe womelele ngoku.
1104,934,You must chop down the branches of this tree.,Kufuneka ugawule amasebe alo mthi.
1105,935,The sun burst through the clouds.,Ilanga lagqabhuka emafini.
1106,935,A bottle of coke exploded n the middle of the night.,Ibhotile yeCoke yagqabuka ezinzulwini zobusuku.
1107,936,I am fat!,Ndityebile!
1108,936,You are not fat.,Awutyebanga.
1109,937,The advertisements on TV bore me.,Izitengiso kwiTV ziyandibora.
1110,937,Your TV is huge!,Inkulu iTV yakho!
1111,938,It is hot today.,Kushushu namhlanje!
1112,939,I ride the train to school.,Ndikhwela uloliwe esikolweni.
1113,940,The trains are late.,Oololiwe baleyithi.
1114,941,The patient has diabetes.,Isigulana sinesifo seswekile.
1115,942,The nurse helps many patients.,Umongikazi unceda izigulana ezininzi.
1116,943,There are many patients in the hospital.,Kukho izigulana ezininzi esibhedlele.
1117,944,There are two hospitals in town.,Kukho izibhedle ezibini edolophu.
1118,945,The flowers grow in spring.,Iintyatyambo ziyakhula entwasahlobo.
1119,946,It is cold in winter.,Kuyabanda ebusika.
1120,951,The leaves fall in autumn.,Amagqabi awela ekwindla.
1121,952,I have an opinion on the matter.,Ndinoluvo ngomcimbi.
1122,953,I have a long nose.,Ndinempumlo ende.
1123,955,"When you have a flu, you should stay in bed.","Xa ube neflu, kufuneka usale ebhedini."
1124,956,I am so hot! I think I have a fever.,Ndishushu! Ndicinga ndinefiva.
1125,957,Who knows the answer?,Ngubani uyazi impendulo?
1126,958,Here are my answers.,Nanzi iimpendulo zam.
1127,966,I broke a bone.,Ndaphula ithambo elinye.
1128,967,I broke two bones.,Ndaphukile amathambo amabini.
1129,972,Your cheeks are red.,Izidlele zakho zibomvu.
1130,973,My dad does not have hair.,Utata wam akananwele.
1131,990,Please make a fist.,Khawenze inqindi.
1132,992,I cut my nail.,Ndichebe uzipho lwam.
1133,993,I painted my nails.,Ndipeyinte iinzipho zam.
1134,1009,Look at this dot on the map.,Jonga kweli caphaza emephu.
1135,1012,He left everything to serve his country.,Washiya yonke into yokukhonza ilizwe lakhe.
1136,1013,"I am going to cook, after that I am going to Langa.",Ndizokupheka emva koko ndiya kwaLanga.
1137,1013,"We spoke to him, after that we decided let's do this thing.",Sithethe naye emva koko sigqibe ukuba masenze le nto.
1138,1014,His health is improving.,Impilo yakhe iyaphucuka.
1139,1015,His speech was praised by the teacher.,Intetho yakhe yanconywa ngutitshala.
1140,1016,I don't like this place but I am getting used to it.,Andiyithandi le ndawo kodwa ndiyayiqhela.
1141,1016,Don't get used to me!,Sukundiqhela!
1142,1016,Nandipha likes to shout but I don't care - I am used to her.,UNandipha uyathanda ukushawuta kodwa andikhathali - sendimqhelile.
1143,1017,He hit me in the shin!,Undibethe exhongweni!
1144,1019,The soldier went to the battle.,Ijoni liye edabini.
1145,1020,The soldiers prepared their weapons.,Amajoni alungise izixhobo zawo.
1146,1021,I have pain in my spine.,Ndinobuhlungu eqolweni lwam.
1147,1022,Please enter the doctor's room.,Khawungene kwigumbi likagqirha.
1148,232,Have you taken her to the doctor?,Nimsile kwagqirha?
1149,1023,Public transport is important.,Isituthi sikawonke-wonke sibalulekile.
1150,1024,It is hot in summer.,Kushushu ehlotyheni.
1151,1026,Her foot is swollen.,Unyawo lwakhe ludumbile.
1152,1027,Thando goes to the beach regularly.,UThando uya elwandle rhoqo.
1153,1028,The man had a strange tool which was used for hunting.,Indoda ibinesixhobo esingaqhelekanga esisetyenziswa ukuzingela.
1154,1031,We do not allow weapons here.,Asivumeli zixhobo apha.
1155,1032,The value of his company has doubled this month.,Ixabiso lenkampani yakhe liziphindile kabini kule nyanga.
1156,1033,The dams are becoming full this winter.,Amadama ayazala kobu busika.
1157,1034,I don't like the smell of petrol.,Andithandi ivumba lepetroli.
1158,1036,"Be careful, the air in the oven is very hot.","Lumkela, umoya e-oveni ushushu kakhulu."
1159,1037,Keep a distance between yourself and others.,Gcina umgama phakathi kwakho nabanye.
1160,1038,The Lord will protect my spirit.,USomandla uzokhusela umoya wam.
1161,637,Gran was sick but now she is OK.,Umakhulu ebegula kodwa yena urayithi ngoku.
1162,1042,Everything is fine.,Yonke into ilungile.
1163,1043,It was OK yesterday.,Bekurayithi izolo.
1164,1044,You'll be alright.,Uzoba rayithi.
1165,1045,I wake up regularly at night at 11 - I don't know why.,"Ndivuka qho ebusuku ngo11, andiyazi kutheni."
1166,629,Move backward!,Buya umva!
1167,626,My office is on 4th floor of the civic center building.,Igumbi lam lokusebenzela likumgangatho wesine kwisakhiwo sasecivic center.
1168,1048,My dad wants to give up smoking.,Utata wam ufuna ukuyeka ukutshaya.
1169,609,There is space underneath the bed.,Kukho indawo ngaphantsi kwebhedi.
1170,1075,The chair is on the floor.,Isitulo siphantsi.
1171,1075,We like to sit on the floor.,Sithanda ukuhlala phantsi.
1172,1034,What is this smell? You smell of alcohol.,Livumba lantoni eli? Unuka utywala.
1173,1081,There were people by the sea advertising a new business.,Bekukho abantu ngaselwandle bebhengeza ishishini elitsha.
1174,1082,Look at this advertisement in my newspaper.,Jonga kwesi sibhengezo kwiphepha-ndaba yam.
1175,1083,I am OK apart from the work - it is killing me!,Ndirayithi ngaphandle komsebenzi - uyandibulala!
1176,1084,How can I live without you?,Ndingaphila njani ngaphandle kwakho?
1177,252,Nithanda ukuhlala apha?,Do you like living here?
1178,1085,We are heading for East London.,Sibheka eMonti.
1179,1086,This water is very dirty!,La manzi amdaka kakhulu!
1180,1087,It almost sank in the waves.,Iphantse iyele emaweni.
1181,1088,This evening I will be listening to the radio.,Ngale njikalanga ndiza kumamela unomathotholo.
1182,1090,What kind of dress is it?,Luhlobo luni lwelokhwe?
1183,1091,What type of animal is it?,Luhlobo luni lwesilwanyana?
1184,1092,Which types of virus are there?,Zeziphi iintlobo zentsholongwane ezikhoyo?
1185,1095,It is your birthday today if I am not mistaken.,Yibirthday yakho namhlanje ukuba andiphazami.
1186,1096,I want a ball with spots - not stripes!,Ndifuna ibhola elinamachaphaza - hayi imigca.
1187,1097,My sister had a dog with a black spot on its face.,Usisi wam wayenenja enechaphaza elimnyama kobuso bayo.
1188,1098,There's a hair in my bread.,Kukho unwele kwisonka sam.
1189,1099,I tend to lose my pen.,Ndithanda ukulahlekelwa yipeni yam.
1190,1100,I love my mother.,Ndiyamthanda umama wam.
1191,1102,My friends swam in the dam.,Abahlobo bam badada echibini.
1192,1103,I will paint the house red.,Ndiza kupeyinta indlu bomvu.
1193,1104,It is necessary that we save water.,Kufuneka siwonge amanzi.
1194,1105,Boil the water.,Bilisa amanzi.
1195,1106,I picked up a ticket in King William's Town.,Ndachola itiki eQonce.
1196,1108,I usually eat two eggs for breakfast.,Ndithanda ukutya amaqanda amabini kwisidlo sam sakusasa.
1197,1109,Spread the butter.,Qaba ibhotolo.
1198,1110,The man was sawing firewood.,Indoda ibisarha iinkuni zomlilo.
